"Binomial.1.2","Order.1.2","Family.1.2","current.range.x","present.natural.range.x","current.range.km2","present.natural.range.km2","current.range.y","present.natural.range.y","current.range","present.natural.range"
"Neotoma_palatina","Rodentia","Cricetidae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Neotoma_phenax","Rodentia","Cricetidae",13,13,121060.790326359,121060.790326359,13,13,13,13
"Neotoma_stephensi","Rodentia","Cricetidae",40,40,372494.739465721,372494.739465721,40,40,40,40
"Neotomodon_alstoni","Rodentia","Cricetidae",13,13,121060.790326359,121060.790326359,13,13,13,13
"Neotomys_ebriosus","Rodentia","Cricetidae",123,123,1145421.32385709,1145421.32385709,123,123,123,123
"Neotragus_batesi","Cetartiodactyla","Bovidae",130,130,1210607.90326359,1210607.90326359,130,130,130,130
"Neotragus_pygmaeus","Cetartiodactyla","Bovidae",75,75,698427.636498228,698427.636498228,75,75,75,75
"Neovison_macrodon","Carnivora","Mustelidae",0,34,0,316620.528545863,0,34,0,34
"Neovison_vison","Carnivora","Mustelidae",1821,1801,16957823.014177,16771575.6444441,1821,1801,1821,1801
"Nephelomys_albigularis","Rodentia","Cricetidae",94,94,875362.637744445,875362.637744445,94,94,94,94
"Nephelomys_auriventer","Rodentia","Cricetidae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Nephelomys_caracolus","Rodentia","Cricetidae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Nephelomys_devius","Rodentia","Cricetidae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Nephelomys_keaysi","Rodentia","Cricetidae",23,23,214184.47519279,214184.47519279,23,23,23,23
"Nephelomys_levipes","Rodentia","Cricetidae",40,40,372494.739465721,372494.739465721,40,40,40,40
"Nephelomys_meridensis","Rodentia","Cricetidae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Nesiotites_hidalgo","Eulipotyphla","Soricidae",0,5,0,46561.8424332152,0,5,0,5
"Nesiotites_similis","Eulipotyphla","Soricidae",0,10,0,93123.6848664304,0,10,0,10
"Nesokia_bunnii","Rodentia","Muridae",11,11,102436.053353073,102436.053353073,11,11,11,11
"Nesokia_indica","Rodentia","Muridae",546,546,5084553.1937071,5084553.1937071,546,546,546,546
"Nesolagus_netscheri","Lagomorpha","Leporidae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Nesolagus_timminsi","Lagomorpha","Leporidae",17,17,158310.264272932,158310.264272932,17,17,17,17
"Nesomys_audeberti","Rodentia","Nesomyidae",30,46,279371.054599291,428368.95038558,30,46,30,46
"Nesomys_lambertoni","Rodentia","Nesomyidae",3,15,27937.1054599291,139685.527299646,3,15,3,15
"Nesomys_rufus","Rodentia","Nesomyidae",33,51,307308.16005922,474930.792818795,33,51,33,51
"Nesophontes_edithae","Eulipotyphla","Nesophontidae",0,4,0,37249.4739465721,0,4,0,4
"Nesophontes_hypomicrus","Eulipotyphla","Nesophontidae",0,20,0,186247.369732861,0,20,0,20
"Nesophontes_major","Eulipotyphla","Nesophontidae",0,32,0,297995.791572577,0,32,0,32
"Nesophontes_micrus","Eulipotyphla","Nesophontidae",0,32,0,297995.791572577,0,32,0,32
"Nesophontes_paramicrus","Eulipotyphla","Nesophontidae",0,20,0,186247.369732861,0,20,0,20
"Nesophontes_spA","Eulipotyphla","Nesophontidae",0,3,0,27937.1054599291,0,3,0,3
"Nesophontes_zamicrus","Eulipotyphla","Nesophontidae",0,20,0,186247.369732861,0,20,0,20
"Nesoromys_ceramicus","Rodentia","Muridae",1,7,9312.36848664304,65186.5794065013,1,7,1,7
"Nesoryzomys_darwini","Rodentia","Cricetidae",0,2,0,18624.7369732861,0,2,0,2
"Nesoryzomys_fernandinae","Rodentia","Cricetidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Nesoryzomys_indefessus","Rodentia","Cricetidae",0,2,0,18624.7369732861,0,2,0,2
"Nesoryzomys_narboroughi","Rodentia","Cricetidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Nesoryzomys_spB","Rodentia","Cricetidae",0,5,0,46561.8424332152,0,5,0,5
"Nesoryzomys_spC","Rodentia","Cricetidae",0,5,0,46561.8424332152,0,5,0,5
"Nesoryzomys_spD","Rodentia","Cricetidae",0,1,0,9312.36848664304,0,1,0,1
"Nesoryzomys_swarthi","Rodentia","Cricetidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Nesotragus_moschatus","Cetartiodactyla","Bovidae",212,212,1974222.11916832,1974222.11916832,212,212,212,212
"Neurotrichus_gibbsii","Eulipotyphla","Talpidae",45,45,419056.581898937,419056.581898937,45,45,45,45
"Neuryurus_trabeculatus","Cingulata","CingulataFam",0,611,0,5689857.14533889,0,611,0,611
"Neusticomys_ferreirai","Rodentia","Cricetidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Neusticomys_monticolus","Rodentia","Cricetidae",22,22,204872.106706147,204872.106706147,22,22,22,22
"Neusticomys_mussoi","Rodentia","Cricetidae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Neusticomys_oyapocki","Rodentia","Cricetidae",18,18,167622.632759575,167622.632759575,18,18,18,18
"Neusticomys_peruviensis","Rodentia","Cricetidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Neusticomys_venezuelae","Rodentia","Cricetidae",32,32,297995.791572577,297995.791572577,32,32,32,32
"Nilgiritragus_hylocrius","Cetartiodactyla","Bovidae",6,12,55874.2109198582,111748.421839716,6,12,6,12
"Nilopegamys_plumbeus","Rodentia","Muridae",0,1,0,9312.36848664304,0,1,0,1
"Ningaui_ridei","Dasyuromorphia","Dasyuridae",292,292,2719211.59809977,2719211.59809977,292,292,292,292
"Ningaui_timealeyi","Dasyuromorphia","Dasyuridae",45,45,419056.581898937,419056.581898937,45,45,45,45
"Ningaui_yvonneae","Dasyuromorphia","Dasyuridae",69,69,642553.42557837,642553.42557837,69,69,69,69
"Niviventer_andersoni","Rodentia","Muridae",40,40,372494.739465721,372494.739465721,40,40,40,40
"Niviventer_brahma","Rodentia","Muridae",8,8,74498.9478931443,74498.9478931443,8,8,8,8
"Niviventer_cameroni","Rodentia","Muridae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Niviventer_confucianus","Rodentia","Muridae",505,505,4702746.08575473,4702746.08575473,505,505,505,505
"Niviventer_coninga","Rodentia","Muridae",10,10,93123.6848664304,93123.6848664304,10,10,10,10
"Niviventer_cremoriventer","Rodentia","Muridae",224,239,2085970.54100804,2225656.06830769,224,239,224,239
"Niviventer_culturatus","Rodentia","Muridae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Niviventer_eha","Rodentia","Muridae",51,51,474930.792818795,474930.792818795,51,51,51,51
"Niviventer_excelsior","Rodentia","Muridae",35,35,325932.897032506,325932.897032506,35,35,35,35
"Niviventer_fraternus","Rodentia","Muridae",34,34,316620.528545863,316620.528545863,34,34,34,34
"Niviventer_fulvescens","Rodentia","Muridae",682,682,6351035.30789055,6351035.30789055,682,682,682,682
"Niviventer_hinpoon","Rodentia","Muridae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Niviventer_langbianis","Rodentia","Muridae",130,130,1210607.90326359,1210607.90326359,130,130,130,130
"Niviventer_lepturus","Rodentia","Muridae",7,7,65186.5794065013,65186.5794065013,7,7,7,7
"Niviventer_niviventer","Rodentia","Muridae",56,56,521492.63525201,521492.63525201,56,56,56,56
"Niviventer_rapit","Rodentia","Muridae",49,49,456306.055845509,456306.055845509,49,49,49,49
"Niviventer_tenaster","Rodentia","Muridae",74,74,689115.268011585,689115.268011585,74,74,74,74
"Nomascus_concolor","Primates","Hylobatidae",17,23,158310.264272932,214184.47519279,17,23,17,23
"Nomascus_gabriellae","Primates","Hylobatidae",35,36,325932.897032506,335245.265519149,35,36,35,36
"Nomascus_hainanus","Primates","Hylobatidae",2,10,18624.7369732861,93123.6848664304,2,10,2,10
"Nomascus_leucogenys","Primates","Hylobatidae",23,33,214184.47519279,307308.16005922,23,33,23,33
"Nomascus_nasutus","Primates","Hylobatidae",5,5,46561.8424332152,46561.8424332152,5,5,5,5
"Nomascus_siki","Primates","Hylobatidae",12,12,111748.421839716,111748.421839716,12,12,12,12
"Noronhomys_vespuccii","Rodentia","Cricetidae",0,1,0,9312.36848664304,0,1,0,1
"Nothrotheriops_shastensis","Pilosa","Nothrotheridae",0,495,0,4609622.4008883,0,495,0,495
"Nothrotherium_maquinense","Pilosa","Nothrotheridae",0,1089,0,10141169.2819543,0,1089,0,1089
"Notiomastodon_platensis","Proboscidea","Gomphotheriidae",0,1654,0,15402657.4769076,0,1654,0,1654
"Notiomys_edwardsii","Rodentia","Cricetidae",49,49,456306.055845509,456306.055845509,49,49,49,49
"Notiosorex_cockrumi","Eulipotyphla","Soricidae",15,15,139685.527299646,139685.527299646,15,15,15,15
"Notiosorex_crawfordi","Eulipotyphla","Soricidae",315,315,2933396.07329256,2933396.07329256,315,315,315,315
"Notiosorex_evotis","Eulipotyphla","Soricidae",26,26,242121.580652719,242121.580652719,26,26,26,26
"Notiosorex_villai","Eulipotyphla","Soricidae",3,3,27937.1054599291,27937.1054599291,3,3,3,3
"Notocitellus_adocetus","Rodentia","Sciuridae",11,11,102436.053353073,102436.053353073,11,11,11,11
"Notocitellus_annulatus","Rodentia","Sciuridae",15,15,139685.527299646,139685.527299646,15,15,15,15
"Notomys_alexis","Rodentia","Muridae",370,387,3445576.34005792,3603886.60433085,370,387,370,387
"Notomys_amplus","Rodentia","Muridae",0,21,0,195559.738219504,0,21,0,21
"Notomys_aquilo","Rodentia","Muridae",1,4,9312.36848664304,37249.4739465721,1,4,1,4
"Notomys_cervinus","Rodentia","Muridae",18,73,167622.632759575,679802.899524942,18,73,18,73
"Notomys_fuscus","Rodentia","Muridae",23,65,214184.47519279,605303.951631797,23,65,23,65
"Notomys_longicaudatus","Rodentia","Muridae",0,45,0,419056.581898937,0,45,0,45
"Notomys_macrotis","Rodentia","Muridae",0,12,0,111748.421839716,0,12,0,12
"Notomys_mitchellii","Rodentia","Muridae",111,117,1033672.90201738,1089547.11293724,111,117,111,117
"Notomys_mordax","Rodentia","Muridae",0,12,0,111748.421839716,0,12,0,12
"Notomys_robustus","Rodentia","Muridae",0,66,0,614616.32011844,0,66,0,66
"Notoryctes_caurinus","Notoryctemorphia","Notoryctidae",66,66,614616.32011844,614616.32011844,66,66,66,66
"Notoryctes_typhlops","Notoryctemorphia","Notoryctidae",136,136,1266482.11418345,1266482.11418345,136,136,136,136
"Nyctereutes_procyonoides","Carnivora","Canidae",845,845,7868951.37121337,7868951.37121337,845,845,845,845
"Nycticebus_bengalensis","Primates","Lorisidae",290,290,2700586.86112648,2700586.86112648,290,290,290,290
"Nycticebus_coucang","Primates","Lorisidae",116,116,1080234.74445059,1080234.74445059,116,116,116,116
"Nycticebus_javanicus","Primates","Lorisidae",17,17,158310.264272932,158310.264272932,17,17,17,17
"Nycticebus_menagensis","Primates","Lorisidae",118,118,1098859.48142388,1098859.48142388,118,118,118,118
"Nycticebus_pygmaeus","Primates","Lorisidae",90,90,838113.163797873,838113.163797873,90,90,90,90
"Nyctomys_sumichrasti","Rodentia","Cricetidae",130,130,1210607.90326359,1210607.90326359,130,130,130,130
"Ochotona_alpina","Lagomorpha","Ochotonidae",115,115,1070922.37596395,1070922.37596395,115,115,115,115
"Ochotona_argentata","Lagomorpha","Ochotonidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Ochotona_cansus","Lagomorpha","Ochotonidae",111,111,1033672.90201738,1033672.90201738,111,111,111,111
"Ochotona_collaris","Lagomorpha","Ochotonidae",134,134,1247857.37721017,1247857.37721017,134,134,134,134
"Ochotona_coreana","Lagomorpha","Ochotonidae",9,9,83811.3163797873,83811.3163797873,9,9,9,9
"Ochotona_curzoniae","Lagomorpha","Ochotonidae",297,297,2765773.44053298,2765773.44053298,297,297,297,297
"Ochotona_dauurica","Lagomorpha","Ochotonidae",300,300,2793710.54599291,2793710.54599291,300,300,300,300
"Ochotona_erythrotis","Lagomorpha","Ochotonidae",77,77,717052.373471514,717052.373471514,77,77,77,77
"Ochotona_forresti","Lagomorpha","Ochotonidae",11,11,102436.053353073,102436.053353073,11,11,11,11
"Ochotona_gloveri","Lagomorpha","Ochotonidae",66,66,614616.32011844,614616.32011844,66,66,66,66
"Ochotona_hoffmanni","Lagomorpha","Ochotonidae",4,8,37249.4739465721,74498.9478931443,4,8,4,8
"Ochotona_hyperborea","Lagomorpha","Ochotonidae",1171,1171,10904783.497859,10904783.497859,1171,1171,1171,1171
"Ochotona_iliensis","Lagomorpha","Ochotonidae",17,17,158310.264272932,158310.264272932,17,17,17,17
"Ochotona_koslowi","Lagomorpha","Ochotonidae",5,15,46561.8424332152,139685.527299646,5,15,5,15
"Ochotona_ladacensis","Lagomorpha","Ochotonidae",116,116,1080234.74445059,1080234.74445059,116,116,116,116
"Ochotona_macrotis","Lagomorpha","Ochotonidae",383,383,3566637.13038428,3566637.13038428,383,383,383,383
"Ochotona_mantchurica","Lagomorpha","Ochotonidae",61,61,568054.477685225,568054.477685225,61,61,61,61
"Ochotona_nubrica","Lagomorpha","Ochotonidae",79,79,735677.1104448,735677.1104448,79,79,79,79
"Ochotona_opaca","Lagomorpha","Ochotonidae",33,33,307308.16005922,307308.16005922,33,33,33,33
"Ochotona_pallasii","Lagomorpha","Ochotonidae",167,167,1555165.53726939,1555165.53726939,167,167,167,167
"Ochotona_princeps","Lagomorpha","Ochotonidae",190,190,1769350.01246218,1769350.01246218,190,190,190,190
"Ochotona_pusilla","Lagomorpha","Ochotonidae",211,211,1964909.75068168,1964909.75068168,211,211,211,211
"Ochotona_roylei","Lagomorpha","Ochotonidae",95,95,884675.006231088,884675.006231088,95,95,95,95
"Ochotona_rufescens","Lagomorpha","Ochotonidae",178,178,1657601.59062246,1657601.59062246,178,178,178,178
"Ochotona_rutila","Lagomorpha","Ochotonidae",49,49,456306.055845509,456306.055845509,49,49,49,49
"Ochotona_syrinx","Lagomorpha","Ochotonidae",31,31,288683.423085934,288683.423085934,31,31,31,31
"Ochotona_thibetana","Lagomorpha","Ochotonidae",107,107,996423.428070805,996423.428070805,107,107,107,107
"Ochotona_thomasi","Lagomorpha","Ochotonidae",52,52,484243.161305438,484243.161305438,52,52,52,52
"Ochotona_turuchanensis","Lagomorpha","Ochotonidae",230,230,2141844.7519279,2141844.7519279,230,230,230,230
"Ochotona_whartoni","Lagomorpha","Ochotonidae",0,604,0,5624670.56593239,0,604,0,604
"Ochrotomys_nuttalli","Rodentia","Cricetidae",199,199,1853161.32884196,1853161.32884196,199,199,199,199
"Octodon_bridgesi","Rodentia","Octodontidae",27,27,251433.949139362,251433.949139362,27,27,27,27
"Octodon_degus","Rodentia","Octodontidae",18,18,167622.632759575,167622.632759575,18,18,18,18
"Octodon_lunatus","Rodentia","Octodontidae",9,9,83811.3163797873,83811.3163797873,9,9,9,9
"Octodon_pacificus","Rodentia","Octodontidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Octodontomys_gliroides","Rodentia","Octodontidae",77,77,717052.373471514,717052.373471514,77,77,77,77
"Octomys_mimax","Rodentia","Octodontidae",22,22,204872.106706147,204872.106706147,22,22,22,22
"Odobenus_rosmarus","Carnivora","Odobenidae",1335,1335,12432011.9296685,12432011.9296685,1335,1335,1335,1335
"Odocoileus_hemionus","Cetartiodactyla","Cervidae",807,1000,7515081.36872093,9312368.48664303,807,1000,807,1000
"Odocoileus_virginianus","Cetartiodactyla","Cervidae",1903,1903,17721437.2300817,17721437.2300817,1903,1903,1903,1903
"Oecomys_auyantepui","Rodentia","Cricetidae",148,148,1378230.53602317,1378230.53602317,148,148,148,148
"Oecomys_bicolor","Rodentia","Cricetidae",1019,1019,9489303.48788925,9489303.48788925,1019,1019,1019,1019
"Oecomys_catherinae","Rodentia","Cricetidae",429,429,3995006.08076986,3995006.08076986,429,429,429,429
"Oecomys_cleberi","Rodentia","Cricetidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Oecomys_concolor","Rodentia","Cricetidae",648,648,6034414.77934469,6034414.77934469,648,648,648,648
"Oecomys_flavicans","Rodentia","Cricetidae",22,22,204872.106706147,204872.106706147,22,22,22,22
"Oecomys_mamorae","Rodentia","Cricetidae",107,107,996423.428070805,996423.428070805,107,107,107,107
"Oecomys_paricola","Rodentia","Cricetidae",64,64,595991.583145154,595991.583145154,64,64,64,64
"Oecomys_phaeotis","Rodentia","Cricetidae",27,27,251433.949139362,251433.949139362,27,27,27,27
"Oecomys_rex","Rodentia","Cricetidae",84,84,782238.952878015,782238.952878015,84,84,84,84
"Oecomys_roberti","Rodentia","Cricetidae",462,462,4302314.24082908,4302314.24082908,462,462,462,462
"Oecomys_rutilus","Rodentia","Cricetidae",158,158,1471354.2208896,1471354.2208896,158,158,158,158
"Oecomys_speciosus","Rodentia","Cricetidae",85,85,791551.321364658,791551.321364658,85,85,85,85
"Oecomys_superans","Rodentia","Cricetidae",200,200,1862473.69732861,1862473.69732861,200,200,200,200
"Oecomys_trinitatis","Rodentia","Cricetidae",691,691,6434846.62427034,6434846.62427034,691,691,691,691
"Oenomys_hypoxanthus","Rodentia","Muridae",539,539,5019366.6143006,5019366.6143006,539,539,539,539
"Oenomys_ornatus","Rodentia","Muridae",34,34,316620.528545863,316620.528545863,34,34,34,34
"Okapia_johnstoni","Cetartiodactyla","Giraffidae",52,52,484243.161305438,484243.161305438,52,52,52,52
"Olallamys_albicauda","Rodentia","Echimyidae",6,6,55874.2109198582,55874.2109198582,6,6,6,6
"Olallamys_edax","Rodentia","Echimyidae",4,4,37249.4739465721,37249.4739465721,4,4,4,4
"Oligoryzomys_andinus","Rodentia","Cricetidae",72,72,670490.531038299,670490.531038299,72,72,72,72
"Oligoryzomys_arenalis","Rodentia","Cricetidae",37,37,344557.634005792,344557.634005792,37,37,37,37
"Oligoryzomys_brendae","Rodentia","Cricetidae",1,1,9312.36848664304,9312.36848664304,1,1,1,1
"Oligoryzomys_chacoensis","Rodentia","Cricetidae",107,107,996423.428070805,996423.428070805,107,107,107,107
"Oligoryzomys_delticola","Rodentia","Cricetidae",61,61,568054.477685225,568054.477685225,61,61,61,61
"Oligoryzomys_destructor","Rodentia","Cricetidae",132,132,1229232.64023688,1229232.64023688,132,132,132,132
"Oligoryzomys_eliurus","Rodentia","Cricetidae",293,293,2728523.96658641,2728523.96658641,293,293,293,293
"Oligoryzomys_flavescens","Rodentia","Cricetidae",407,407,3790133.97406372,3790133.97406372,407,407,407,407
"Oligoryzomys_fornesi","Rodentia","Cricetidae",243,243,2262905.54225426,2262905.54225426,243,243,243,243
"Oligoryzomys_fulvescens","Rodentia","Cricetidae",504,504,4693433.71726809,4693433.71726809,504,504,504,504
"Oligoryzomys_griseolus","Rodentia","Cricetidae",17,17,158310.264272932,158310.264272932,17,17,17,17
"Oligoryzomys_longicaudatus","Rodentia","Cricetidae",132,132,1229232.64023688,1229232.64023688,132,132,132,132
"Oligoryzomys_magellanicus","Rodentia","Cricetidae",34,34,316620.528545863,316620.528545863,34,34,34,34
"Oligoryzomys_microtis","Rodentia","Cricetidae",336,336,3128955.81151206,3128955.81151206,336,336,336,336
"Oligoryzomys_moojeni","Rodentia","Cricetidae",29,29,270058.686112648,270058.686112648,29,29,29,29
"Oligoryzomys_nigripes","Rodentia","Cricetidae",411,411,3827383.44801029,3827383.44801029,411,411,411,411
"Oligoryzomys_rupestris","Rodentia","Cricetidae",6,11,55874.2109198582,102436.053353073,6,11,6,11
"Oligoryzomys_stramineus","Rodentia","Cricetidae",91,91,847425.532284516,847425.532284516,91,91,91,91
"Oligoryzomys_vegetus","Rodentia","Cricetidae",8,8,74498.9478931443,74498.9478931443,8,8,8,8
"Oligoryzomys_victus","Rodentia","Cricetidae",0,1,0,9312.36848664304,0,1,0,1
"Ommatophoca_rossii","Carnivora","Phocidae",389,389,3622511.34130414,3622511.34130414,389,389,389,389
"Ondatra_zibethicus","Rodentia","Cricetidae",4433,4433,41281729.5012886,41281729.5012886,4433,4433,4433,4433
"Onychogalea_fraenata","Diprotodontia","Macropodidae",6,145,55874.2109198582,1350293.43056324,6,145,6,145
"Onychogalea_lunata","Diprotodontia","Macropodidae",0,320,0,2979957.91572577,0,320,0,320
"Onychogalea_unguifera","Diprotodontia","Macropodidae",148,148,1378230.53602317,1378230.53602317,148,148,148,148
"Onychomys_arenicola","Rodentia","Cricetidae",104,104,968486.322610876,968486.322610876,104,104,104,104
"Onychomys_leucogaster","Rodentia","Cricetidae",508,508,4730683.19121466,4730683.19121466,508,508,508,508
"Onychomys_torridus","Rodentia","Cricetidae",122,122,1136108.95537045,1136108.95537045,122,122,122,122
"Oreamnos_americanus","Cetartiodactyla","Bovidae",206,291,1918347.90824847,2709899.22961312,206,291,206,291
"Oreamnos_harringtoni","Cetartiodactyla","Bovidae",0,418,0,3892570.02741679,0,418,0,418
"Oreonax_flavicauda","Primates","Atelidae",12,12,111748.421839716,111748.421839716,12,12,12,12
"Oreoryzomys_balneator","Rodentia","Cricetidae",10,10,93123.6848664304,93123.6848664304,10,10,10,10
"Oreotragus_oreotragus","Cetartiodactyla","Bovidae",756,756,7040150.57590214,7040150.57590214,756,756,756,756
"Ornithorhynchus_anatinus","Monotremata","Ornithorhynchidae",158,158,1471354.2208896,1471354.2208896,158,158,158,158
